altimeter_type,cycle_number,year_fraction,num_observations,weighted_observations,GMSL_no_GIA,stddev_no_GIA,smoothed_no_GIA,GMSL_GIA,stddev_GIA,smoothed_GIA,smoothed_GIA_detrended,smoothed_no_GIA_detrended
0.0,621.0,2009.57192,451052.0,332465.41,11.03,80.25,8.42,15.08,80.28,12.48,12.58,8.53
0.0,622.0,2009.599086,450698.0,333728.0,9.54,81.46,9.91,13.6,81.69,13.97,12.9,8.85
0.0,623.0,2009.626252,443573.0,328389.19,10.65,84.62,11.31,14.72,84.94,15.37,13.16,9.1
0.0,624.0,2009.653419,446329.0,330657.59,12.56,85.29,12.66,16.64,85.59,16.73,13.46,9.4
0.0,625.0,2009.680585,442957.0,329678.69,14.05,84.95,13.95,18.11,85.16,18.02,13.85,9.79
0.0,626.0,2009.707751,443874.0,330517.0,16.39,84.38,15.09,20.48,84.63,19.17,14.32,10.24
0.0,627.0,2009.734917,444797.0,330027.0,16.96,85.05,16.01,21.04,85.26,20.09,14.8,10.73
0.0,628.0,2009.762083,445789.0,331219.5,16.23,85.59,16.7,20.31,86.0,20.79,15.33,11.25
0.0,629.0,2009.789249,445128.0,329727.31,16.84,85.24,17.16,20.92,85.56,21.25,15.88,11.8
0.0,630.0,2009.816415,446705.0,330583.59,18.71,86.83,17.31,22.8,87.21,21.41,16.38,12.28
0.0,631.0,2009.843582,449644.0,332013.19,19.82,88.99,17.02,23.93,89.25,21.11,16.62,12.52
0.0,632.0,2009.870748,454594.0,334487.09,16.1,87.51,16.23,20.2,87.69,20.33,16.52,12.42
0.0,633.0,2009.897914,457484.0,334483.91,16.07,87.96,15.1,20.18,88.13,19.2,16.17,12.06
0.0,634.0,2009.92508,458280.0,333102.0,12.86,87.83,13.88,16.96,87.98,17.98,15.76,11.65
0.0,635.0,2009.952246,465183.0,335198.69,9.87,86.45,12.76,13.98,86.71,16.87,15.43,11.31
0.0,636.0,2009.979412,467742.0,336386.5,14.85,87.36,11.77,18.95,87.59,15.88,15.17,11.05
0.0,637.0,2010.006579,469144.0,337764.09,10.18,86.6,10.86,14.31,86.69,14.98,14.9,10.77
0.0,638.0,2010.033745,464820.0,334618.5,9.9,85.67,10.07,14.03,85.6,14.19,14.63,10.5
0.0,639.0,2010.060911,467142.0,336506.5,8.44,84.56,9.59,12.57,84.46,13.72,14.59,10.44
0.0,640.0,2010.088077,466418.0,335993.81,5.98,84.38,9.58,10.11,84.26,13.72,14.92,10.77
0.0,641.0,2010.115243,466590.0,335571.5,9.74,86.5,9.94,13.88,86.41,14.09,15.57,11.41
0.0,642.0,2010.142409,468528.0,337392.5,12.63,86.76,10.29,16.79,86.67,14.45,16.17,12.0
0.0,643.0,2010.169575,465927.0,335136.0,15.16,88.46,10.22,19.33,88.37,14.4,16.36,12.18
0.0,644.0,2010.196742,463902.0,334189.5,7.62,86.89,9.66,11.8,86.65,13.85,16.08,11.89
0.0,645.0,2010.223908,465582.0,335680.5,8.17,85.69,8.86,12.38,85.45,13.06,15.59,11.39
0.0,646.0,2010.251074,465719.0,335736.5,6.72,86.09,8.14,10.94,85.93,12.35,15.23,11.02
0.0,647.0,2010.27824,466822.0,336446.69,8.16,85.27,7.67,12.38,85.0,11.89,15.14,10.92
0.0,648.0,2010.305406,465293.0,335205.19,7.49,84.2,7.49,11.7,83.87,11.71,15.33,11.11
0.0,649.0,2010.332572,465981.0,335781.69,5.97,84.64,7.59,10.19,84.37,11.82,15.77,11.54
0.0,650.0,2010.359739,464320.0,334725.09,6.34,84.95,7.98,10.58,84.8,12.22,16.42,12.18
0.0,651.0,2010.386905,464742.0,336418.0,10.24,84.7,8.57,14.48,84.51,12.81,17.14,12.9
0.0,652.0,2010.414071,462430.0,336051.41,9.23,82.97,9.18,13.49,82.81,13.43,17.71,13.47
0.0,653.0,2010.441237,463238.0,336390.91,9.76,85.04,9.67,14.01,85.05,13.93,17.97,13.72
0.0,654.0,2010.468403,461347.0,336237.59,10.68,84.24,9.98,14.94,84.2,14.25,17.83,13.57
0.0,655.0,2010.495569,453969.0,333237.69,10.97,83.08,10.12,15.27,83.15,14.39,17.3,13.04
0.0,656.0,2010.522735,453133.0,333524.19,9.15,82.43,10.13,13.41,82.51,14.41,16.45,12.18
0.0,657.0,2010.549902,455192.0,336200.0,10.72,81.51,10.09,15.0,81.6,14.38,15.39,11.11
0.0,658.0,2010.577068,449960.0,333256.81,9.84,82.24,10.06,14.12,82.36,14.35,14.23,9.95
0.0,659.0,2010.604234,444089.0,330930.59,9.21,84.85,10.05,13.52,85.22,14.35,13.06,8.77
0.0,660.0,2010.6314,445289.0,331429.81,11.76,85.65,10.1,16.07,86.02,14.41,11.99,7.68
0.0,661.0,2010.658566,449031.0,334763.41,8.26,86.48,10.23,12.59,86.78,14.55,11.1,6.78
0.0,662.0,2010.685732,444637.0,331692.0,10.41,87.87,10.46,14.72,88.13,14.78,10.46,6.15
0.0,663.0,2010.712899,443674.0,330920.41,11.53,89.42,10.78,15.84,89.75,15.1,10.14,5.83
0.0,664.0,2010.740065,447705.0,332638.81,11.01,89.57,11.13,15.34,89.81,15.46,10.12,5.79
0.0,665.0,2010.767231,445433.0,331212.81,9.87,91.62,11.41,14.2,91.83,15.75,10.29,5.95
0.0,666.0,2010.794397,444736.0,330143.69,14.36,90.41,11.45,18.72,90.61,15.8,10.48,6.13
0.0,667.0,2010.821563,447427.0,331622.69,12.61,90.0,11.1,16.97,90.21,15.45,10.51,6.16
0.0,668.0,2010.848729,448510.0,332020.69,10.53,89.62,10.31,14.88,89.81,14.67,10.3,5.93
0.0,669.0,2010.875895,452915.0,334242.31,10.08,87.8,9.25,14.44,87.95,13.61,9.94,5.58
0.0,670.0,2010.903062,456293.0,336249.31,6.16,88.84,8.19,10.51,88.93,12.55,9.67,5.3
0.0,671.0,2010.930228,459843.0,337265.41,6.29,89.38,7.34,10.65,89.32,11.7,9.63,5.26
0.0,672.0,2010.957394,460114.0,335598.59,6.38,88.09,6.7,10.76,87.94,11.07,9.78,5.4
0.0,673.0,2010.98456,462607.0,336404.59,8.15,89.03,6.16,12.51,88.92,10.53,9.94,5.56
0.0,674.0,2011.011726,467231.0,338228.31,5.32,89.7,5.63,9.7,89.52,10.0,10.03,5.64
0.0,675.0,2011.038892,467264.0,337261.31,3.79,91.7,5.15,8.17,91.59,9.53,10.06,5.67
0.0,676.0,2011.066059,468156.0,337004.91,4.32,89.87,4.79,8.7,89.66,9.17,10.11,5.71
0.0,677.0,2011.093225,468723.0,338413.59,4.67,89.37,4.56,9.05,89.17,8.94,10.2,5.81
0.0,678.0,2011.120391,463318.0,334479.31,4.81,90.41,4.32,9.16,90.19,8.71,10.23,5.83
0.0,679.0,2011.147557,466854.0,336667.0,4.76,89.71,3.93,9.16,89.42,8.33,10.1,5.69
0.0,680.0,2011.174723,465684.0,335764.81,3.9,91.09,3.32,8.34,90.91,7.74,9.75,5.33
0.0,681.0,2011.201889,467243.0,337186.91,3.64,90.54,2.59,8.08,90.33,7.02,9.3,4.87
0.0,682.0,2011.229055,465298.0,335538.69,-0.96,91.2,1.9,3.48,90.91,6.34,8.94,4.49
0.0,683.0,2011.256222,463297.0,333515.81,1.18,90.48,1.38,5.65,90.17,5.84,8.79,4.33
0.0,684.0,2011.283388,464891.0,334905.81,1.79,91.84,1.1,6.24,91.57,5.56,8.88,4.42
0.0,685.0,2011.310554,465903.0,336044.31,1.45,91.64,1.08,5.91,91.42,5.54,9.22,4.77
0.0,686.0,2011.33772,467163.0,337006.69,-2.24,89.48,1.36,2.23,89.24,5.84,9.84,5.37
0.0,687.0,2011.364886,466328.0,336057.41,2.28,87.66,2.02,6.77,87.4,6.5,10.74,6.26
0.0,688.0,2011.392052,467017.0,337454.5,3.43,85.59,3.02,7.94,85.43,7.51,11.84,7.36
0.0,689.0,2011.419218,465694.0,336643.81,2.56,85.76,4.22,7.05,85.73,8.71,12.96,8.48
0.0,690.0,2011.446385,461082.0,335757.69,6.12,83.11,5.43,10.61,83.05,9.92,13.89,9.41
0.0,691.0,2011.473551,463756.0,337902.31,9.18,82.67,6.47,13.66,82.56,10.97,14.44,9.95
0.0,692.0,2011.500717,455892.0,334238.59,6.85,82.12,7.33,11.37,82.06,11.84,14.6,10.1
0.0,693.0,2011.527883,458780.0,336546.91,7.35,80.4,8.19,11.86,80.43,12.71,14.57,10.05
0.0,694.0,2011.555049,457306.0,336942.91,7.31,81.76,9.29,11.85,81.91,13.82,14.62,10.1
0.0,695.0,2011.582215,450856.0,333202.5,9.21,83.02,10.7,13.75,83.17,15.24,14.9,10.37
0.0,696.0,2011.609382,445020.0,329601.91,14.15,83.07,12.26,18.7,83.21,16.81,15.3,10.76
0.0,697.0,2011.636548,443542.0,328648.31,14.87,85.13,13.64,19.45,85.33,18.2,15.57,11.02
0.0,698.0,2011.663714,446074.0,330582.09,16.51,85.98,14.66,21.08,86.25,19.22,15.59,11.04
0.0,699.0,2011.69088,448627.0,332555.5,15.14,88.14,15.36,19.69,88.52,19.93,15.47,10.91
0.0,700.0,2011.718046,449001.0,333673.81,14.13,87.8,15.9,18.69,88.09,20.47,15.42,10.86
0.0,701.0,2011.745212,446461.0,332079.19,16.45,88.09,16.31,21.06,88.33,20.89,15.5,10.93
0.0,702.0,2011.772378,444418.0,328861.69,18.58,87.63,16.44,23.13,87.89,21.02,15.56,10.99
0.0,703.0,2011.799545,449624.0,331316.81,20.02,88.86,16.1,24.6,89.19,20.68,15.41,10.84
0.0,704.0,2011.826711,450305.0,332516.91,14.26,88.45,15.39,18.83,88.79,19.97,15.12,10.54
0.0,705.0,2011.853877,455552.0,334002.69,11.87,88.15,14.62,16.46,88.45,19.2,14.95,10.37
0.0,706.0,2011.881043,459892.0,336375.09,12.56,85.1,14.08,17.15,85.19,18.68,15.16,10.55
0.0,707.0,2011.908209,461697.0,336494.69,15.56,84.67,13.83,20.17,84.8,18.43,15.7,11.1
0.0,708.0,2011.935375,461785.0,335571.5,14.03,82.93,13.72,18.62,83.2,18.32,16.4,11.79
0.0,709.0,2011.962542,465663.0,336784.41,13.14,82.51,13.68,17.75,82.58,18.28,17.13,12.52
0.0,710.0,2011.989708,467383.0,338349.59,12.25,82.16,13.74,16.86,82.16,18.35,17.89,13.27
0.0,711.0,2012.016828,467350.0,337541.69,14.58,81.45,13.93,19.19,81.42,18.55,18.68,14.05
0.0,712.0,2012.04392,469455.0,338353.5,13.63,81.34,14.21,18.26,81.22,18.84,19.45,14.81
0.0,713.0,2012.071012,469162.0,338387.19,15.53,81.22,14.45,20.16,81.01,19.09,20.09,15.44
0.0,714.0,2012.098104,465172.0,335684.0,14.62,82.46,14.52,19.25,82.31,19.16,20.47,15.82
0.0,715.0,2012.125195,466025.0,335263.81,15.49,84.42,14.34,20.15,84.11,18.99,20.56,15.9
0.0,716.0,2012.152287,466323.0,336001.41,14.63,85.88,13.95,19.29,85.59,18.61,20.42,15.75
0.0,717.0,2012.179379,466560.0,337858.09,12.67,87.24,13.45,17.34,86.97,18.12,20.18,15.5
0.0,718.0,2012.206471,464298.0,335724.81,12.17,87.63,13.01,16.85,87.2,17.69,20.02,15.34
0.0,719.0,2012.233563,462580.0,333749.81,12.73,86.39,12.73,17.42,85.98,17.42,20.07,15.38
0.0,720.0,2012.260655,461165.0,332399.09,11.81,87.78,12.61,16.48,87.41,17.31,20.31,15.62
0.0,721.0,2012.287747,462922.0,334138.09,13.06,87.5,12.6,17.78,87.17,17.3,20.68,15.98
0.0,722.0,2012.314839,464277.0,335049.59,13.2,87.38,12.62,17.92,87.1,17.33,21.07,16.36
0.0,723.0,2012.341931,462766.0,334164.09,12.05,87.64,12.71,16.77,87.45,17.43,21.48,16.76
0.0,724.0,2012.369023,465085.0,335115.91,12.5,86.03,12.99,17.24,85.92,17.72,21.98,17.25
0.0,725.0,2012.396115,465260.0,335709.81,11.76,84.59,13.57,16.49,84.56,18.3,22.63,17.91
0.0,726.0,2012.423207,464224.0,336494.59,13.49,84.04,14.47,18.23,84.03,19.21,23.44,18.7
0.0,727.0,2012.450299,463912.0,336120.81,17.6,83.28,15.61,22.33,83.2,20.35,24.26,19.53
0.0,728.0,2012.477391,462453.0,336965.31,15.88,82.06,16.9,20.62,82.2,21.64,25.03,20.29
0.0,729.0,2012.504482,461388.0,337024.0,16.58,81.98,18.26,21.35,82.06,23.02,25.67,20.91
0.0,730.0,2012.531574,452169.0,332949.81,20.82,82.68,19.59,25.57,82.88,24.35,26.07,21.32
0.0,731.0,2012.558666,454444.0,334914.5,22.79,83.19,20.73,27.57,83.42,25.5,26.16,21.39
0.0,732.0,2012.585758,448511.0,331282.69,21.86,83.32,21.6,26.61,83.53,26.38,25.89,21.11
0.0,733.0,2012.61285,447983.0,331603.0,22.9,84.75,22.32,27.71,85.1,27.1,25.44,20.67
0.0,734.0,2012.639942,448223.0,332799.09,19.87,86.18,23.13,24.65,86.63,27.92,25.16,20.38
0.0,735.0,2012.667034,446900.0,331942.41,24.39,86.93,24.19,29.19,87.31,28.99,25.25,20.45
0.0,736.0,2012.694126,446535.0,332335.19,24.88,86.05,25.43,29.67,86.44,30.23,25.69,20.9
0.0,737.0,2012.721218,444370.0,330804.5,28.6,85.45,26.55,33.42,85.79,31.35,26.25,21.45
0.0,738.0,2012.74831,444304.0,329161.81,28.83,87.05,27.27,33.65,87.37,32.08,26.67,21.87
0.0,739.0,2012.775402,448180.0,331023.09,29.12,84.4,27.5,33.92,84.78,32.31,26.86,22.06
0.0,740.0,2012.802494,448071.0,330550.5,26.69,84.47,27.32,31.48,84.77,32.13,26.9,22.09
0.0,741.0,2012.829586,452330.0,334024.0,26.6,84.34,26.95,31.41,84.71,31.76,26.97,22.16
0.0,742.0,2012.856677,453510.0,334254.09,26.82,83.15,26.54,31.65,83.41,31.36,27.18,22.36
0.0,743.0,2012.883769,458004.0,335120.0,25.8,81.81,26.16,30.61,82.04,30.98,27.54,22.71
0.0,744.0,2012.910861,463025.0,336875.59,25.1,80.78,25.75,29.94,80.99,30.59,27.94,23.1
0.0,745.0,2012.937953,464601.0,336498.0,27.89,79.46,25.25,32.75,79.58,30.1,28.25,23.4
0.0,746.0,2012.965045,463926.0,335016.91,23.41,80.31,24.64,28.25,80.38,29.49,28.4,23.54
0.0,747.0,2012.992137,466728.0,336913.5,24.41,80.39,24.0,29.26,80.44,28.85,28.45,23.58
0.0,748.0,2013.019282,470251.0,338951.91,22.42,80.17,23.45,27.27,80.08,28.31,28.49,23.61
0.0,749.0,2013.046448,467055.0,337089.81,21.55,80.79,23.07,26.42,80.58,27.94,28.59,23.71
0.0,750.0,2013.073614,461684.0,333237.5,24.23,81.23,22.8,29.1,81.04,27.68,28.71,23.82
0.0,751.0,2013.10078,456640.0,328461.91,23.5,80.77,22.55,28.4,80.67,27.43,28.77,23.88
0.0,752.0,2013.127946,466416.0,336105.5,21.24,81.59,22.26,26.12,81.34,27.15,28.74,23.84
0.0,753.0,2013.155113,467948.0,337714.81,21.23,83.57,21.97,26.12,83.21,26.86,28.69,23.8
0.0,754.0,2013.182279,463726.0,335507.59,22.5,84.93,21.63,27.4,84.62,26.53,28.61,23.71
0.0,755.0,2013.209445,465104.0,334467.81,21.71,86.16,21.15,26.64,85.88,26.05,28.42,23.51
0.0,756.0,2013.236611,124685.0,88863.8,21.85,84.47,20.43,26.65,84.21,25.34,28.03,23.12
0.0,757.0,2013.263777,311052.0,224637.5,20.17,87.36,19.5,25.19,87.0,24.43,27.48,22.55
0.0,758.0,2013.290943,466201.0,335247.59,15.99,86.35,18.54,20.94,85.99,23.48,26.9,21.96
0.0,759.0,2013.318109,464725.0,334700.41,17.95,88.04,17.67,22.9,87.78,22.63,26.41,21.45
0.0,760.0,2013.345276,465630.0,336126.5,17.7,89.19,16.97,22.64,89.09,21.93,26.01,21.05
0.0,761.0,2013.372442,466218.0,336836.31,15.52,88.1,16.44,20.5,87.86,21.41,25.69,20.72
0.0,762.0,2013.399608,464115.0,335048.0,15.24,87.0,16.15,20.22,86.71,21.12,25.45,20.48
0.0,763.0,2013.426774,462543.0,335346.41,15.54,85.28,16.13,20.53,85.02,21.11,25.31,20.33
0.0,764.0,2013.45394,460735.0,336381.5,15.47,83.53,16.39,20.47,83.44,21.38,25.24,20.25
0.0,765.0,2013.481106,457107.0,335316.91,17.58,81.38,16.9,22.56,81.28,21.9,25.2,20.2
0.0,766.0,2013.508272,454438.0,333918.09,16.77,82.48,17.59,21.79,82.53,22.6,25.13,20.12
0.0,767.0,2013.535439,452187.0,333927.59,17.41,81.6,18.38,22.42,81.64,23.4,24.98,19.96
0.0,768.0,2013.562605,446612.0,331323.5,20.52,82.61,19.2,25.56,82.68,24.23,24.72,19.7
0.0,769.0,2013.589771,447603.0,331914.81,21.4,81.71,20.01,26.44,81.87,25.04,24.37,19.35
0.0,770.0,2013.616937,445213.0,331663.91,18.19,83.9,20.87,23.25,84.13,25.91,24.08,19.05
0.0,771.0,2013.644103,445662.0,332255.69,21.36,83.84,21.86,26.43,84.09,26.9,23.98,18.95
0.0,772.0,2013.671269,315759.0,235133.5,23.54,83.56,22.94,28.52,84.0,27.99,24.11,19.07
0.0,773.0,2013.698436,224981.0,168523.7,25.18,84.99,23.97,30.26,85.28,29.02,24.37,19.33
0.0,774.0,2013.725602,442544.0,330501.81,25.28,86.49,24.82,30.33,86.66,29.87,24.7,19.66
0.0,775.0,2013.752768,442855.0,329660.31,25.79,87.89,25.48,30.83,88.09,30.53,25.1,20.05
0.0,776.0,2013.779934,447229.0,332125.0,24.9,86.8,25.98,29.95,87.15,31.04,25.61,20.56
0.0,777.0,2013.8071,447176.0,332305.5,27.32,85.27,26.32,32.38,85.63,31.38,26.21,21.15
0.0,778.0,2013.834266,448574.0,332952.5,28.0,85.66,26.38,33.08,86.14,31.45,26.75,21.68
0.0,779.0,2013.861432,450800.0,334072.0,26.38,83.72,26.06,31.46,84.14,31.13,27.07,22.0
0.0,780.0,2013.888599,454546.0,334477.09,26.64,82.58,25.33,31.71,82.9,30.4,27.09,22.02
0.0,781.0,2013.915765,458669.0,336119.09,25.57,83.05,24.33,30.66,83.37,29.41,26.91,21.82
0.0,782.0,2013.942931,461235.0,335633.69,20.94,82.64,23.32,26.01,82.95,28.41,26.71,21.61
0.0,783.0,2013.970097,461546.0,335779.31,20.93,82.83,22.59,26.04,83.14,27.67,26.72,21.63
0.0,784.0,2013.997263,463726.0,335768.5,22.28,81.02,22.24,27.35,81.09,27.33,27.04,21.94
0.0,785.0,2014.024429,468381.0,337761.59,21.57,81.57,22.22,26.65,81.63,27.32,27.6,22.48
0.0,786.0,2014.051596,468763.0,337414.5,22.92,80.66,22.43,28.03,80.73,27.52,28.25,23.15
0.0,787.0,2014.078762,465777.0,336316.41,22.17,82.69,22.75,27.27,82.69,27.85,28.95,23.83
0.0,788.0,2014.105928,468574.0,337885.91,22.72,83.6,23.1,27.83,83.5,28.21,29.6,24.48
0.0,789.0,2014.133094,469279.0,338115.81,24.03,83.28,23.39,29.14,83.11,28.51,30.15,25.02
0.0,790.0,2014.16026,463543.0,335000.31,24.73,86.23,23.47,29.84,86.08,28.6,30.48,25.34
0.0,791.0,2014.187426,464858.0,335437.69,24.01,86.15,23.25,29.16,85.95,28.38,30.51,25.38
0.0,792.0,2014.214592,466341.0,335904.41,22.85,86.83,22.67,28.0,86.69,27.81,30.23,25.09
0.0,793.0,2014.241759,466358.0,336490.09,22.91,86.13,21.77,28.05,86.09,26.93,29.68,24.52
0.0,794.0,2014.268925,467292.0,336857.91,21.01,84.5,20.67,26.19,84.33,25.84,28.96,23.79
0.0,795.0,2014.296091,464452.0,334425.41,19.0,83.94,19.56,24.19,83.84,24.74,28.23,23.05
0.0,796.0,2014.323257,465699.0,334553.91,17.01,84.23,18.67,22.19,84.26,23.86,27.7,22.51
0.0,797.0,2014.350423,464436.0,335505.59,17.28,84.24,18.2,22.47,84.25,23.4,27.53,22.33
0.0,798.0,2014.377589,464663.0,334451.69,16.73,85.01,18.21,21.94,84.96,23.42,27.72,22.51
0.0,799.0,2014.404756,463476.0,335143.0,18.55,83.7,18.65,23.79,83.68,23.87,28.19,22.97
0.0,800.0,2014.431922,463199.0,335375.19,19.65,83.15,19.43,24.87,83.16,24.65,28.8,23.58
0.0,801.0,2014.459088,455741.0,332034.91,18.78,80.69,20.45,24.0,80.89,25.69,29.46,24.22
0.0,802.0,2014.486254,453853.0,333314.91,21.72,80.0,21.65,26.99,80.11,26.89,30.06,24.82
0.0,803.0,2014.51342,454284.0,334710.5,23.74,78.93,22.94,28.98,79.12,28.18,30.54,25.3
0.0,804.0,2014.540586,450364.0,333015.81,24.72,79.69,24.26,29.97,79.81,29.51,30.89,25.65
0.0,805.0,2014.567752,443960.0,330124.41,23.57,81.44,25.62,28.81,81.66,30.87,31.15,25.9
0.0,806.0,2014.594919,441472.0,330138.81,27.67,81.97,26.97,32.91,82.41,32.22,31.33,26.09
0.0,807.0,2014.622085,443345.0,330759.81,29.53,82.97,28.18,34.81,83.49,33.44,31.4,26.15
0.0,808.0,2014.649251,441960.0,328850.69,30.23,84.07,29.12,35.51,84.56,34.39,31.27,26.01
0.0,809.0,2014.676417,440358.0,327962.41,29.83,85.3,29.75,35.11,85.82,35.03,30.99,25.72
0.0,810.0,2014.703583,440395.0,328246.41,31.07,86.97,30.17,36.36,87.54,35.45,30.69,25.41
0.0,811.0,2014.730749,442535.0,330430.09,28.96,86.84,30.5,34.25,87.41,35.79,30.55,25.27
0.0,812.0,2014.757915,444079.0,329977.0,30.19,86.81,30.78,35.49,87.26,36.08,30.63,25.33
0.0,813.0,2014.785082,446339.0,330353.81,33.12,87.41,30.87,38.4,87.96,36.17,30.77,25.48
0.0,814.0,2014.812248,446764.0,330387.81,32.9,86.67,30.6,38.22,87.16,35.91,30.81,25.51
0.0,815.0,2014.839414,450395.0,332348.31,29.77,87.99,29.98,35.1,88.46,35.29,30.7,25.39
0.0,816.0,2014.86658,453437.0,333216.0,29.09,88.24,29.29,34.39,88.75,34.6,30.68,25.37
0.0,817.0,2014.893746,459841.0,335834.5,25.05,86.94,28.82,30.37,87.4,34.14,30.98,25.66
0.0,818.0,2014.920912,464267.0,337939.91,27.36,84.44,28.64,32.7,84.95,33.97,31.62,26.28
0.0,819.0,2014.948079,462679.0,336061.69,33.37,83.98,28.52,38.7,84.25,33.85,32.3,26.96
0.0,820.0,2014.975245,420752.0,304121.91,29.54,83.77,28.27,34.88,84.12,33.61,32.79,27.44
0.0,821.0,2015.002411,465764.0,337192.81,24.19,84.16,27.98,29.55,84.39,33.32,33.15,27.8
0.0,822.0,2015.029577,465089.0,336853.41,27.08,85.31,27.95,32.4,85.55,33.29,33.66,28.31
0.0,823.0,2015.056743,462711.0,334111.31,27.07,83.17,28.33,32.43,83.35,33.68,34.49,29.13
0.0,824.0,2015.083909,469305.0,338621.09,29.85,85.36,29.04,35.2,85.62,34.39,35.55,30.18
0.0,825.0,2015.111075,469775.0,338378.91,29.2,87.07,29.78,34.56,87.12,35.14,36.58,31.21
0.0,826.0,2015.138242,466142.0,336727.69,32.88,87.06,30.26,38.23,87.18,35.63,37.31,31.94
0.0,827.0,2015.165408,461898.0,333420.19,32.07,86.05,30.37,37.44,86.12,35.75,37.67,32.29
0.0,828.0,2015.192574,464502.0,335136.0,29.06,88.49,30.2,34.42,88.53,35.58,37.77,32.38
0.0,829.0,2015.21974,459274.0,330405.81,28.67,89.92,29.92,34.11,89.94,35.32,37.8,32.4
0.0,830.0,2015.246906,467365.0,336407.31,30.33,90.21,29.68,35.74,90.3,35.09,37.91,32.5
0.0,831.0,2015.274072,467379.0,336176.59,29.5,90.13,29.47,34.92,90.14,34.89,38.08,32.66
0.0,832.0,2015.301239,465101.0,334562.41,29.73,89.83,29.22,35.14,89.82,34.66,38.22,32.78
0.0,833.0,2015.328405,459897.0,331111.69,29.61,88.48,28.97,35.09,88.4,34.42,38.32,32.88
0.0,834.0,2015.355571,465134.0,335113.81,27.67,89.3,28.89,33.15,89.34,34.34,38.51,33.06
0.0,835.0,2015.382737,463301.0,335326.5,26.2,89.58,29.19,31.64,89.76,34.64,38.96,33.51
0.0,836.0,2015.409903,460601.0,333076.91,29.7,90.36,29.97,35.14,90.37,35.43,39.73,34.28
0.0,837.0,2015.437069,462887.0,335841.09,31.2,90.98,31.15,36.65,90.96,36.6,40.69,35.25
0.0,838.0,2015.464235,455034.0,332419.09,32.6,89.31,32.51,38.06,89.54,37.98,41.65,36.18
0.0,839.0,2015.491402,454095.0,333602.91,34.37,90.09,33.92,39.83,90.33,39.4,42.43,36.95
0.0,840.0,2015.518568,453101.0,333000.19,34.84,91.52,35.3,40.35,91.89,40.79,42.98,37.49
0.0,841.0,2015.545734,446866.0,330456.31,37.14,90.9,36.64,42.66,91.3,42.15,43.33,37.82
0.0,842.0,2015.5729,448040.0,331522.31,37.83,94.42,37.98,43.35,94.83,43.51,43.57,38.05
0.0,843.0,2015.600066,448797.0,332277.91,39.49,96.46,39.37,45.05,97.13,44.91,43.8,38.27
0.0,844.0,2015.627232,445834.0,331633.5,38.44,97.76,40.79,43.99,98.34,46.34,44.08,38.54
0.0,845.0,2015.654399,439273.0,327618.09,44.93,98.25,42.13,50.48,98.84,47.67,44.36,38.83
0.0,846.0,2015.681565,444434.0,330303.5,44.69,102.22,43.23,50.23,102.79,48.77,44.57,39.04
0.0,847.0,2015.708731,448199.0,333205.81,43.68,100.49,44.03,49.22,101.03,49.58,44.71,39.16
0.0,848.0,2015.735897,444628.0,330686.31,44.29,102.28,44.62,49.85,102.88,50.17,44.87,39.33
0.0,849.0,2015.763063,443022.0,330283.91,45.08,105.8,45.02,50.63,106.38,50.57,45.11,39.56
0.0,850.0,2015.790229,446791.0,330372.69,45.86,105.54,45.15,51.42,106.09,50.7,45.34,39.8
0.0,851.0,2015.817395,442134.0,326340.91,48.19,106.7,44.89,53.74,107.22,50.44,45.42,39.88
0.0,852.0,2015.844562,451691.0,331743.91,44.5,106.34,44.18,50.05,106.83,49.73,45.26,39.71
0.0,853.0,2015.871728,448027.0,328009.91,40.9,104.88,43.16,46.42,105.41,48.71,44.93,39.37
0.0,854.0,2015.898894,459747.0,335445.91,43.87,104.41,41.94,49.44,104.87,47.5,44.5,38.93
0.0,855.0,2015.92606,461367.0,334988.41,41.49,104.11,40.64,47.05,104.65,46.2,44.01,38.44
0.0,856.0,2015.953226,463284.0,334453.0,38.65,102.43,39.42,44.21,102.77,44.98,43.57,38.0
0.0,857.0,2015.980392,465768.0,336697.81,36.58,100.89,38.55,42.16,101.22,44.12,43.43,37.85
0.0,858.0,2016.007538,464335.0,334693.31,34.29,99.77,38.22,39.85,100.04,43.8,43.74,38.15
0.0,859.0,2016.03463,462982.0,333023.19,39.48,102.08,38.35,45.06,102.2,43.93,44.39,38.8
0.0,860.0,2016.061722,466550.0,335720.69,41.82,99.43,38.66,47.42,99.6,44.25,45.13,39.53
0.0,861.0,2016.088814,463017.0,334459.69,36.83,97.99,38.89,42.4,98.18,44.49,45.7,40.09
0.0,862.0,2016.115906,467627.0,337326.31,39.82,94.92,38.98,45.41,95.05,44.58,46.06,40.45
0.0,863.0,2016.142997,465426.0,335349.81,38.9,95.45,38.92,44.53,95.61,44.54,46.27,40.64
0.0,864.0,2016.170089,463658.0,333799.5,39.52,96.21,38.71,45.17,96.36,44.34,46.31,40.67
0.0,865.0,2016.197181,464456.0,334895.91,38.05,96.46,38.29,43.68,96.47,43.93,46.16,40.52
0.0,866.0,2016.224273,444108.0,321191.59,39.81,94.4,37.58,45.46,94.31,43.22,45.76,40.12
0.0,867.0,2016.251365,465345.0,336007.5,36.0,95.71,36.58,41.64,95.55,42.24,45.12,39.46
